host,variant,run,rule,real_F1,reproduced,chosen_mask,chosen_tau,chosen_lambda
SysClient0051,fullz,0,minor_tau1,0.4255,True,,,
SysClient0051,fullz,0,significant_tau100,0.2143,True,,,
SysClient0051,fullz,0,critical_tau1000,0.0,True,,,
SysClient0051,fullz,0,mask_FILE_tau10,0.5787,True,,,
SysClient0051,fullz,0,mask_NET_tau10,0.1475,True,,,
SysClient0051,fullz,0,mask_OTHER_tau10,0.094,True,,,
SysClient0051,fullz,0,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,fullz,0,mask_PROCESS_tau1,0.4343,True,,,
SysClient0051,fullz,0,oracle_prefix,0.5787,True,,,
SysClient0051,fullz,0,topk5,0.1345,True,,,
SysClient0051,fullz,0,topk10,0.1401,True,,,
SysClient0051,fullz,0,topk15,0.5787,True,,,
SysClient0051,fullz,0,topk20,0.447,True,,,
SysClient0051,fullz,0,outlier_grubbs,0.1453,True,,,
SysClient0051,fullz,0,outlier_zscore,0.2143,True,,,
SysClient0051,fullz,0,outlier_iqr,0.1345,True,,,
SysClient0051,fullz,1,default_tau10,0.6873,True,,,
SysClient0051,fullz,1,minor_tau1,0.6288,True,,,
SysClient0051,fullz,1,significant_tau100,0.836,True,,,
SysClient0051,fullz,1,critical_tau1000,0.0,True,,,
SysClient0051,fullz,1,mask_FILE_tau10,0.7189,True,,,
SysClient0051,fullz,1,mask_NET_tau10,0.0,True,,,
SysClient0051,fullz,1,mask_OTHER_tau10,0.2591,True,,,
SysClient0051,fullz,1,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,fullz,1,mask_PROCESS_tau1,0.0899,True,,,
SysClient0051,fullz,1,oracle_prefix,0.8435,True,,,
SysClient0051,fullz,1,topk5,0.836,True,,,
SysClient0051,fullz,1,topk10,0.8036,True,,,
SysClient0051,fullz,1,topk15,0.7493,True,,,
SysClient0051,fullz,1,topk20,0.6873,True,,,
SysClient0051,fullz,1,outlier_grubbs,0.8435,True,,,
SysClient0051,fullz,1,outlier_zscore,0.0549,True,,,
SysClient0051,fullz,1,outlier_iqr,0.836,True,,,
SysClient0051,fullz,2,default_tau10,0.3553,True,,,
SysClient0051,fullz,2,minor_tau1,0.3534,True,,,
SysClient0051,fullz,2,significant_tau100,0.1386,True,,,
SysClient0051,fullz,2,critical_tau1000,0.0,True,,,
SysClient0051,fullz,2,mask_FILE_tau10,0.4076,True,,,
SysClient0051,fullz,2,mask_NET_tau10,0.0,True,,,
SysClient0051,fullz,2,mask_OTHER_tau10,0.1447,True,,,
SysClient0051,fullz,2,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,fullz,2,mask_PROCESS_tau1,0.114,True,,,
SysClient0051,fullz,2,oracle_prefix,0.7089,True,,,
SysClient0051,fullz,2,topk5,0.1836,True,,,
SysClient0051,fullz,2,topk10,0.7089,True,,,
SysClient0051,fullz,2,topk15,0.3632,True,,,
SysClient0051,fullz,2,topk20,0.3553,True,,,
SysClient0051,fullz,2,outlier_grubbs,0.1386,True,,,
SysClient0051,fullz,2,outlier_zscore,0.0765,True,,,
SysClient0051,fullz,2,outlier_iqr,0.1386,True,,,
SysClient0051,fullz,0,loocv_tau,0.2005,True,,29.220860004000038,
SysClient0051,fullz,0,loocv_mask,0.1453,True,FILE,26.442944029999914,
SysClient0051,fullz,0,loocv_lambda,0.1453,True,FILE,26.442944029999914,0.0
SysClient0051,fullz,1,loocv_tau,0.8036,True,,27.735941290000024,
SysClient0051,fullz,1,loocv_mask,0.0762,True,PROCESS,0.75579735,
SysClient0051,fullz,1,loocv_lambda,0.0762,True,PROCESS,0.75579735,0.0
SysClient0051,fullz,2,loocv_tau,0.5833,True,,27.735941290000024,
SysClient0051,fullz,2,loocv_mask,0.4082,True,FILE,21.375752273000003,
SysClient0051,fullz,2,loocv_lambda,0.4082,True,FILE,21.375752273000003,0.0
SysClient0051,TGN_fullz,0,default_tau10,0.8805,True,,,
SysClient0051,TGN_fullz,0,minor_tau1,0.8358,True,,,
SysClient0051,TGN_fullz,0,significant_tau100,0.0571,True,,,
SysClient0051,TGN_fullz,0,critical_tau1000,0.0,True,,,
SysClient0051,TGN_fullz,0,mask_FILE_tau10,0.2885,True,,,
SysClient0051,TGN_fullz,0,mask_NET_tau10,0.2383,True,,,
SysClient0051,TGN_fullz,0,mask_OTHER_tau10,0.1111,True,,,
SysClient0051,TGN_fullz,0,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,TGN_fullz,0,mask_PROCESS_tau1,0.8235,True,,,
SysClient0051,TGN_fullz,0,oracle_prefix,0.8805,True,,,
SysClient0051,TGN_fullz,0,topk5,0.2653,True,,,
SysClient0051,TGN_fullz,0,topk10,0.3519,True,,,
SysClient0051,TGN_fullz,0,topk15,0.8358,True,,,
SysClient0051,TGN_fullz,0,topk20,0.8358,True,,,
SysClient0051,TGN_fullz,0,outlier_grubbs,0.0571,True,,,
SysClient0051,TGN_fullz,0,outlier_zscore,0.0,True,,,
SysClient0051,TGN_fullz,0,outlier_iqr,0.0571,True,,,
SysClient0051,TGN_fullz,1,default_tau10,0.7224,True,,,
SysClient0051,TGN_fullz,1,minor_tau1,0.67,True,,,
SysClient0051,TGN_fullz,1,significant_tau100,0.8526,True,,,
SysClient0051,TGN_fullz,1,critical_tau1000,0.0,True,,,
SysClient0051,TGN_fullz,1,mask_FILE_tau10,0.8146,True,,,
SysClient0051,TGN_fullz,1,mask_NET_tau10,0.2176,True,,,
SysClient0051,TGN_fullz,1,mask_OTHER_tau10,0.7929,True,,,
SysClient0051,TGN_fullz,1,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,TGN_fullz,1,mask_PROCESS_tau1,0.8,True,,,
SysClient0051,TGN_fullz,1,oracle_prefix,0.8581,True,,,
SysClient0051,TGN_fullz,1,topk5,0.8323,True,,,
SysClient0051,TGN_fullz,1,topk10,0.7746,True,,,
SysClient0051,TGN_fullz,1,topk15,0.6943,True,,,
SysClient0051,TGN_fullz,1,topk20,0.6734,True,,,
SysClient0051,TGN_fullz,1,outlier_grubbs,0.8323,True,,,
SysClient0051,TGN_fullz,1,outlier_zscore,0.8344,True,,,
SysClient0051,TGN_fullz,1,outlier_iqr,0.8323,True,,,
SysClient0051,TGN_fullz,2,default_tau10,0.8185,True,,,
SysClient0051,TGN_fullz,2,minor_tau1,0.7666,True,,,
SysClient0051,TGN_fullz,2,significant_tau100,0.2255,True,,,
SysClient0051,TGN_fullz,2,critical_tau1000,0.0,True,,,
SysClient0051,TGN_fullz,2,mask_FILE_tau10,0.8075,True,,,
SysClient0051,TGN_fullz,2,mask_NET_tau10,0.0432,True,,,
SysClient0051,TGN_fullz,2,mask_OTHER_tau10,0.1176,True,,,
SysClient0051,TGN_fullz,2,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,TGN_fullz,2,mask_PROCESS_tau1,0.0,True,,,
SysClient0051,TGN_fullz,2,oracle_prefix,0.8185,True,,,
SysClient0051,TGN_fullz,2,topk5,0.2385,True,,,
SysClient0051,TGN_fullz,2,topk10,0.8185,True,,,
SysClient0051,TGN_fullz,2,topk15,0.7988,True,,,
SysClient0051,TGN_fullz,2,topk20,0.7688,True,,,
SysClient0051,TGN_fullz,2,outlier_grubbs,0.2385,True,,,
SysClient0051,TGN_fullz,2,outlier_zscore,0.0432,True,,,
SysClient0051,TGN_fullz,2,outlier_iqr,0.2512,True,,,
SysClient0051,TGN_fullz,0,loocv_tau,0.3085,True,,17.688895969999997,
SysClient0051,TGN_fullz,0,loocv_mask,0.3085,True,"FILE,OTHER",17.139157009999998,
SysClient0051,TGN_fullz,0,loocv_lambda,0.3085,True,"FILE,OTHER",17.139157009999998,0.0
SysClient0051,TGN_fullz,1,loocv_tau,0.7224,True,,9.531615100000002,
SysClient0051,TGN_fullz,1,loocv_mask,0.7224,True,"FILE,OTHER",7.531615100000002,
SysClient0051,TGN_fullz,1,loocv_lambda,0.7224,True,"FILE,OTHER",7.531615100000002,0.0
SysClient0051,TGN_fullz,2,loocv_tau,0.8185,True,,12.309318585000002,
SysClient0051,TGN_fullz,2,loocv_mask,0.8075,True,FILE,5.7503793000000005,
SysClient0051,TGN_fullz,2,loocv_lambda,0.8075,True,FILE,5.7503793000000005,0.0
SysClient0051,released,0,default_tau10,0.8239,True,,,
SysClient0051,released,0,minor_tau1,0.7988,True,,,
SysClient0051,released,0,significant_tau100,0.2383,True,,,
SysClient0051,released,0,critical_tau1000,0.0,True,,,
SysClient0051,released,0,mask_FILE_tau10,0.2383,True,,,
SysClient0051,released,0,mask_NET_tau10,0.0682,True,,,
SysClient0051,released,0,mask_OTHER_tau10,0.8239,True,,,
SysClient0051,released,0,mask_PROCESS_tau10,0.0,True,,,
SysClient0051,released,0,mask_PROCESS_tau1,0.0,True,,,
SysClient0051,released,0,oracle_prefix,0.8704,True,,,
SysClient0051,released,0,topk5,0.2653,True,,,
SysClient0051,released,0,topk10,0.8187,True,,,
SysClient0051,released,0,topk15,0.7988,True,,,
SysClient0051,released,0,topk20,0.7988,True,,,
SysClient0051,released,0,outlier_grubbs,0.2383,True,,,
SysClient0051,released,0,outlier_zscore,0.2199,True,,,
SysClient0051,released,0,outlier_iqr,0.2292,True,,,
SysClient0201,fullz,0,default_tau10,0.9391,True,,,
SysClient0201,fullz,0,minor_tau1,0.9391,True,,,
SysClient0201,fullz,0,significant_tau100,0.9381,True,,,
SysClient0201,fullz,0,critical_tau1000,0.0,True,,,
SysClient0201,fullz,0,mask_FILE_tau10,0.8889,True,,,
SysClient0201,fullz,0,mask_NET_tau10,0.9381,True,,,
SysClient0201,fullz,0,mask_OTHER_tau10,0.9381,True,,,
SysClient0201,fullz,0,mask_PROCESS_tau10,0.9286,True,,,
SysClient0201,fullz,0,mask_PROCESS_tau1,0.9391,True,,,
SysClient0201,fullz,0,oracle_prefix,0.9483,True,,,
SysClient0201,fullz,0,topk5,0.9381,True,,,
SysClient0201,fullz,0,topk10,0.9391,True,,,
SysClient0201,fullz,0,topk15,0.9391,True,,,
SysClient0201,fullz,0,topk20,0.9483,True,,,
SysClient0201,fullz,0,outlier_grubbs,0.9391,True,,,
SysClient0201,fullz,0,outlier_zscore,0.0,True,,,
SysClient0201,fullz,0,outlier_iqr,0.9381,True,,,
SysClient0201,fullz,1,default_tau10,0.9381,True,,,
SysClient0201,fullz,1,minor_tau1,0.9474,True,,,
SysClient0201,fullz,1,significant_tau100,0.0,True,,,
SysClient0201,fullz,1,critical_tau1000,0.0,True,,,
SysClient0201,fullz,1,mask_FILE_tau10,0.0,True,,,
SysClient0201,fullz,1,mask_NET_tau10,0.0,True,,,
SysClient0201,fullz,1,mask_OTHER_tau10,0.9381,True,,,
SysClient0201,fullz,1,mask_PROCESS_tau10,0.0,True,,,
SysClient0201,fullz,1,mask_PROCESS_tau1,0.9474,True,,,
SysClient0201,fullz,1,oracle_prefix,0.9474,True,,,
SysClient0201,fullz,1,topk5,0.9381,True,,,
SysClient0201,fullz,1,topk10,0.9474,True,,,
SysClient0201,fullz,1,topk15,0.9474,True,,,
SysClient0201,fullz,1,topk20,0.9474,True,,,
SysClient0201,fullz,1,outlier_grubbs,0.0,True,,,
SysClient0201,fullz,1,outlier_zscore,0.0,True,,,
SysClient0201,fullz,1,outlier_iqr,0.0,True,,,
SysClient0201,fullz,2,default_tau10,0.5914,True,,,
SysClient0201,fullz,2,minor_tau1,0.5882,True,,,
SysClient0201,fullz,2,significant_tau100,0.9381,True,,,
SysClient0201,fullz,2,critical_tau1000,0.0,True,,,
SysClient0201,fullz,2,mask_FILE_tau10,0.5311,True,,,
SysClient0201,fullz,2,mask_NET_tau10,0.9381,True,,,
SysClient0201,fullz,2,mask_OTHER_tau10,0.9381,True,,,
SysClient0201,fullz,2,mask_PROCESS_tau10,0.5635,True,,,
SysClient0201,fullz,2,mask_PROCESS_tau1,0.5882,True,,,
SysClient0201,fullz,2,oracle_prefix,0.9381,True,,,
SysClient0201,fullz,2,topk5,0.587,True,,,
SysClient0201,fullz,2,topk10,0.5914,True,,,
SysClient0201,fullz,2,topk15,0.5882,True,,,
SysClient0201,fullz,2,topk20,0.5882,True,,,
SysClient0201,fullz,2,outlier_grubbs,0.5882,True,,,
SysClient0201,fullz,2,outlier_zscore,0.0,True,,,
SysClient0201,fullz,2,outlier_iqr,0.5914,True,,,
SysClient0201,fullz,0,loocv_tau,0.9391,True,,1.079932665,
SysClient0201,fullz,0,loocv_mask,0.9381,True,OTHER,0.27925295,
SysClient0201,fullz,0,loocv_lambda,0.9381,True,OTHER,0.27925295,0.0
SysClient0201,fullz,1,loocv_tau,0.0,True,,87.8856054125,
SysClient0201,fullz,1,loocv_mask,0.9381,True,"OTHER,PROCESS",17.431402780499997,
SysClient0201,fullz,1,loocv_lambda,0.9381,True,"OTHER,PROCESS",17.431402780499997,0.0
SysClient0201,fullz,2,loocv_tau,0.5882,True,,0.3572635402,
SysClient0201,fullz,2,loocv_mask,0.5882,True,PROCESS,0.010247691,
SysClient0201,fullz,2,loocv_lambda,0.5882,True,PROCESS,0.010247691,0.0
SysClient0201,TGN_fullz,0,default_tau10,0.9298,True,,,
SysClient0201,TGN_fullz,0,minor_tau1,0.9298,True,,,
SysClient0201,TGN_fullz,0,significant_tau100,0.9009,True,,,
SysClient0201,TGN_fullz,0,critical_tau1000,0.0,True,,,
SysClient0201,TGN_fullz,0,mask_FILE_tau10,0.8909,True,,,
SysClient0201,TGN_fullz,0,mask_NET_tau10,0.0,True,,,
SysClient0201,TGN_fullz,0,mask_OTHER_tau10,0.9009,True,,,
SysClient0201,TGN_fullz,0,mask_PROCESS_tau10,0.9381,True,,,
SysClient0201,TGN_fullz,0,mask_PROCESS_tau1,0.9298,True,,,
SysClient0201,TGN_fullz,0,oracle_prefix,0.9298,True,,,
SysClient0201,TGN_fullz,0,topk5,0.9009,True,,,
SysClient0201,TGN_fullz,0,topk10,0.9298,True,,,
SysClient0201,TGN_fullz,0,topk15,0.9298,True,,,
SysClient0201,TGN_fullz,0,topk20,0.9298,True,,,
SysClient0201,TGN_fullz,0,outlier_grubbs,0.9009,True,,,
SysClient0201,TGN_fullz,0,outlier_zscore,0.0,True,,,
SysClient0201,TGN_fullz,0,outlier_iqr,0.0,True,,,
SysClient0201,TGN_fullz,1,default_tau10,0.9381,True,,,
SysClient0201,TGN_fullz,1,minor_tau1,0.9381,True,,,
SysClient0201,TGN_fullz,1,significant_tau100,0.9091,True,,,
SysClient0201,TGN_fullz,1,critical_tau1000,0.0,True,,,
SysClient0201,TGN_fullz,1,mask_FILE_tau10,0.9381,True,,,
SysClient0201,TGN_fullz,1,mask_NET_tau10,0.0,True,,,
SysClient0201,TGN_fullz,1,mask_OTHER_tau10,0.9381,True,,,
SysClient0201,TGN_fullz,1,mask_PROCESS_tau10,0.9381,True,,,
SysClient0201,TGN_fullz,1,mask_PROCESS_tau1,0.9381,True,,,
SysClient0201,TGN_fullz,1,oracle_prefix,0.9381,True,,,
SysClient0201,TGN_fullz,1,topk5,0.9381,True,,,
SysClient0201,TGN_fullz,1,topk10,0.9381,True,,,
SysClient0201,TGN_fullz,1,topk15,0.9381,True,,,
SysClient0201,TGN_fullz,1,topk20,0.9381,True,,,
SysClient0201,TGN_fullz,1,outlier_grubbs,0.9381,True,,,
SysClient0201,TGN_fullz,1,outlier_zscore,0.0,True,,,
SysClient0201,TGN_fullz,1,outlier_iqr,0.9381,True,,,
SysClient0201,TGN_fullz,2,default_tau10,0.8785,True,,,
SysClient0201,TGN_fullz,2,minor_tau1,0.9298,True,,,
SysClient0201,TGN_fullz,2,significant_tau100,0.0,True,,,
SysClient0201,TGN_fullz,2,critical_tau1000,0.0,True,,,
SysClient0201,TGN_fullz,2,mask_FILE_tau10,0.0,True,,,
SysClient0201,TGN_fullz,2,mask_NET_tau10,0.0,True,,,
SysClient0201,TGN_fullz,2,mask_OTHER_tau10,0.0,True,,,
SysClient0201,TGN_fullz,2,mask_PROCESS_tau10,0.0,True,,,
SysClient0201,TGN_fullz,2,mask_PROCESS_tau1,0.9298,True,,,
SysClient0201,TGN_fullz,2,oracle_prefix,0.9381,True,,,
SysClient0201,TGN_fullz,2,topk5,0.8785,True,,,
SysClient0201,TGN_fullz,2,topk10,0.9381,True,,,
SysClient0201,TGN_fullz,2,topk15,0.9298,True,,,
SysClient0201,TGN_fullz,2,topk20,0.9298,True,,,
SysClient0201,TGN_fullz,2,outlier_grubbs,0.8785,True,,,
SysClient0201,TGN_fullz,2,outlier_zscore,0.0,True,,,
SysClient0201,TGN_fullz,2,outlier_iqr,0.8785,True,,,
SysClient0201,TGN_fullz,0,loocv_tau,0.9298,True,,1.050874893,
SysClient0201,TGN_fullz,0,loocv_mask,0.9298,True,PROCESS,1.050874893,
SysClient0201,TGN_fullz,0,loocv_lambda,0.9298,True,PROCESS,1.050874893,0.0
SysClient0201,TGN_fullz,1,loocv_tau,0.9381,True,,1.050874893,
SysClient0201,TGN_fullz,1,loocv_mask,0.9381,True,PROCESS,1.050874893,
SysClient0201,TGN_fullz,1,loocv_lambda,0.9381,True,PROCESS,1.050874893,0.0
SysClient0201,TGN_fullz,2,loocv_tau,0.9298,True,,0.183092485,
SysClient0201,TGN_fullz,2,loocv_mask,0.0,True,PROCESS,3.868072419,
SysClient0201,TGN_fullz,2,loocv_lambda,0.0,True,PROCESS,3.868072419,0.0
SysClient0201,released,0,default_tau10,0.9381,True,,,
SysClient0201,released,0,minor_tau1,0.9381,True,,,
SysClient0201,released,0,significant_tau100,0.0,True,,,
SysClient0201,released,0,critical_tau1000,0.0,True,,,
SysClient0201,released,0,mask_FILE_tau10,0.0,True,,,
SysClient0201,released,0,mask_NET_tau10,0.0,True,,,
SysClient0201,released,0,mask_OTHER_tau10,0.9091,True,,,
SysClient0201,released,0,mask_PROCESS_tau10,0.9189,True,,,
SysClient0201,released,0,mask_PROCESS_tau1,0.9381,True,,,
SysClient0201,released,0,oracle_prefix,0.9381,True,,,
SysClient0201,released,0,topk5,0.9381,True,,,
SysClient0201,released,0,topk10,0.9381,True,,,
SysClient0201,released,0,topk15,0.9217,True,,,
SysClient0201,released,0,topk20,0.9217,True,,,
SysClient0201,released,0,outlier_grubbs,0.9381,True,,,
SysClient0201,released,0,outlier_zscore,0.0,True,,,
SysClient0201,released,0,outlier_iqr,0.9381,True,,,
SysClient0501,fullz,0,default_tau10,0.9986,True,,,
SysClient0501,fullz,0,minor_tau1,0.9846,True,,,
SysClient0501,fullz,0,significant_tau100,1.0,True,,,
SysClient0501,fullz,0,critical_tau1000,0.6667,True,,,
SysClient0501,fullz,0,mask_FILE_tau10,0.6667,True,,,
SysClient0501,fullz,0,mask_NET_tau10,0.7384,True,,,
SysClient0501,fullz,0,mask_OTHER_tau10,1.0,True,,,
SysClient0501,fullz,0,mask_PROCESS_tau10,0.9986,True,,,
SysClient0501,fullz,0,mask_PROCESS_tau1,0.9915,True,,,
SysClient0501,fullz,0,oracle_prefix,1.0,True,,,
SysClient0501,fullz,0,topk5,1.0,True,,,
SysClient0501,fullz,0,topk10,1.0,True,,,
SysClient0501,fullz,0,topk15,0.9986,True,,,
SysClient0501,fullz,0,topk20,0.9915,True,,,
SysClient0501,fullz,0,outlier_grubbs,0.9958,True,,,
SysClient0501,fullz,0,outlier_zscore,0.6667,True,,,
SysClient0501,fullz,0,outlier_iqr,1.0,True,,,
SysClient0501,fullz,1,default_tau10,1.0,True,,,
SysClient0501,fullz,1,minor_tau1,0.9972,True,,,
SysClient0501,fullz,1,significant_tau100,0.9871,True,,,
SysClient0501,fullz,1,critical_tau1000,0.9693,True,,,
SysClient0501,fullz,1,mask_FILE_tau10,0.9841,True,,,
SysClient0501,fullz,1,mask_NET_tau10,1.0,True,,,
SysClient0501,fullz,1,mask_OTHER_tau10,1.0,True,,,
SysClient0501,fullz,1,mask_PROCESS_tau10,0.9957,True,,,
SysClient0501,fullz,1,mask_PROCESS_tau1,0.9972,True,,,
SysClient0501,fullz,1,oracle_prefix,1.0,True,,,
SysClient0501,fullz,1,topk5,0.9693,True,,,
SysClient0501,fullz,1,topk10,1.0,True,,,
SysClient0501,fullz,1,topk15,1.0,True,,,
SysClient0501,fullz,1,topk20,0.9972,True,,,
SysClient0501,fullz,1,outlier_grubbs,1.0,True,,,
SysClient0501,fullz,1,outlier_zscore,0.0,True,,,
SysClient0501,fullz,1,outlier_iqr,0.9693,True,,,
SysClient0501,fullz,2,default_tau10,1.0,True,,,
SysClient0501,fullz,2,minor_tau1,0.9737,True,,,
SysClient0501,fullz,2,significant_tau100,1.0,True,,,
SysClient0501,fullz,2,critical_tau1000,1.0,True,,,
SysClient0501,fullz,2,mask_FILE_tau10,1.0,True,,,
SysClient0501,fullz,2,mask_NET_tau10,1.0,True,,,
SysClient0501,fullz,2,mask_OTHER_tau10,1.0,True,,,
SysClient0501,fullz,2,mask_PROCESS_tau10,1.0,True,,,
SysClient0501,fullz,2,mask_PROCESS_tau1,0.9958,True,,,
SysClient0501,fullz,2,oracle_prefix,1.0,True,,,
SysClient0501,fullz,2,topk5,1.0,True,,,
SysClient0501,fullz,2,topk10,1.0,True,,,
SysClient0501,fullz,2,topk15,1.0,True,,,
SysClient0501,fullz,2,topk20,0.9778,True,,,
SysClient0501,fullz,2,outlier_grubbs,1.0,True,,,
SysClient0501,fullz,2,outlier_zscore,0.0,True,,,
SysClient0501,fullz,2,outlier_iqr,1.0,True,,,
SysClient0501,fullz,0,loocv_tau,0.9986,True,,8.23938516,
SysClient0501,fullz,0,loocv_mask,0.6667,True,FILE,0.0,
SysClient0501,fullz,0,loocv_lambda,0.6667,True,FILE,0.0,0.0
SysClient0501,fullz,1,loocv_tau,1.0,True,,37.150029258999986,
SysClient0501,fullz,1,loocv_mask,1.0,True,OTHER,7.239385159999999,
SysClient0501,fullz,1,loocv_lambda,1.0,True,OTHER,7.239385159999999,0.0
SysClient0501,fullz,2,loocv_tau,1.0,True,,37.150029258999986,
SysClient0501,fullz,2,loocv_mask,0.9778,True,OTHER,3.3228270400000004,
SysClient0501,fullz,2,loocv_lambda,0.9778,True,OTHER,3.3228270400000004,0.0
SysClient0501,TGN_fullz,0,default_tau10,1.0,True,,,
SysClient0501,TGN_fullz,0,minor_tau1,1.0,True,,,
SysClient0501,TGN_fullz,0,significant_tau100,1.0,True,,,
SysClient0501,TGN_fullz,0,critical_tau1000,1.0,True,,,
SysClient0501,TGN_fullz,0,mask_FILE_tau10,0.9885,True,,,
SysClient0501,TGN_fullz,0,mask_NET_tau10,1.0,True,,,
SysClient0501,TGN_fullz,0,mask_OTHER_tau10,1.0,True,,,
SysClient0501,TGN_fullz,0,mask_PROCESS_tau10,1.0,True,,,
SysClient0501,TGN_fullz,0,mask_PROCESS_tau1,1.0,True,,,
SysClient0501,TGN_fullz,0,oracle_prefix,1.0,True,,,
SysClient0501,TGN_fullz,0,topk5,1.0,True,,,
SysClient0501,TGN_fullz,0,topk10,1.0,True,,,
SysClient0501,TGN_fullz,0,topk15,1.0,True,,,
SysClient0501,TGN_fullz,0,topk20,1.0,True,,,
SysClient0501,TGN_fullz,0,outlier_grubbs,1.0,True,,,
SysClient0501,TGN_fullz,0,outlier_zscore,0.9885,True,,,
SysClient0501,TGN_fullz,0,outlier_iqr,1.0,True,,,
SysClient0501,TGN_fullz,1,default_tau10,1.0,True,,,
SysClient0501,TGN_fullz,1,minor_tau1,1.0,True,,,
SysClient0501,TGN_fullz,1,significant_tau100,1.0,True,,,
SysClient0501,TGN_fullz,1,critical_tau1000,0.9493,True,,,
SysClient0501,TGN_fullz,1,mask_FILE_tau10,0.9767,True,,,
SysClient0501,TGN_fullz,1,mask_NET_tau10,1.0,True,,,
SysClient0501,TGN_fullz,1,mask_OTHER_tau10,1.0,True,,,
SysClient0501,TGN_fullz,1,mask_PROCESS_tau10,1.0,True,,,
SysClient0501,TGN_fullz,1,mask_PROCESS_tau1,1.0,True,,,
SysClient0501,TGN_fullz,1,oracle_prefix,1.0,True,,,
SysClient0501,TGN_fullz,1,topk5,1.0,True,,,
SysClient0501,TGN_fullz,1,topk10,1.0,True,,,
SysClient0501,TGN_fullz,1,topk15,1.0,True,,,
SysClient0501,TGN_fullz,1,topk20,1.0,True,,,
SysClient0501,TGN_fullz,1,outlier_grubbs,0.9767,True,,,
SysClient0501,TGN_fullz,1,outlier_zscore,0.6963,True,,,
SysClient0501,TGN_fullz,1,outlier_iqr,0.9493,True,,,
SysClient0501,TGN_fullz,2,default_tau10,0.9958,True,,,
SysClient0501,TGN_fullz,2,minor_tau1,0.9902,True,,,
SysClient0501,TGN_fullz,2,significant_tau100,1.0,True,,,
SysClient0501,TGN_fullz,2,critical_tau1000,1.0,True,,,
SysClient0501,TGN_fullz,2,mask_FILE_tau10,1.0,True,,,
SysClient0501,TGN_fullz,2,mask_NET_tau10,0.9958,True,,,
SysClient0501,TGN_fullz,2,mask_OTHER_tau10,1.0,True,,,
SysClient0501,TGN_fullz,2,mask_PROCESS_tau10,0.9871,True,,,
SysClient0501,TGN_fullz,2,mask_PROCESS_tau1,0.9944,True,,,
SysClient0501,TGN_fullz,2,oracle_prefix,1.0,True,,,
SysClient0501,TGN_fullz,2,topk5,1.0,True,,,
SysClient0501,TGN_fullz,2,topk10,1.0,True,,,
SysClient0501,TGN_fullz,2,topk15,1.0,True,,,
SysClient0501,TGN_fullz,2,topk20,0.9958,True,,,
SysClient0501,TGN_fullz,2,outlier_grubbs,1.0,True,,,
SysClient0501,TGN_fullz,2,outlier_zscore,1.0,True,,,
SysClient0501,TGN_fullz,2,outlier_iqr,1.0,True,,,
SysClient0501,TGN_fullz,0,loocv_tau,1.0,True,,15.571890425000007,
SysClient0501,TGN_fullz,0,loocv_mask,1.0,True,FILE,1.07334707,
SysClient0501,TGN_fullz,0,loocv_lambda,1.0,True,FILE,1.07334707,0.0
SysClient0501,TGN_fullz,1,loocv_tau,1.0,True,,15.571890425000007,
SysClient0501,TGN_fullz,1,loocv_mask,1.0,True,FILE,1.07334707,
SysClient0501,TGN_fullz,1,loocv_lambda,1.0,True,FILE,1.07334707,0.0
SysClient0501,TGN_fullz,2,loocv_tau,0.9902,True,,2.694682075,
SysClient0501,TGN_fullz,2,loocv_mask,0.9958,True,FILE,0.0,
SysClient0501,TGN_fullz,2,loocv_lambda,0.9958,True,FILE,0.0,0.0
SysClient0501,released,0,default_tau10,1.0,True,,,
SysClient0501,released,0,minor_tau1,0.9684,True,,,
SysClient0501,released,0,significant_tau100,1.0,True,,,
SysClient0501,released,0,critical_tau1000,1.0,True,,,
SysClient0501,released,0,mask_FILE_tau10,1.0,True,,,
SysClient0501,released,0,mask_NET_tau10,1.0,True,,,
SysClient0501,released,0,mask_OTHER_tau10,1.0,True,,,
SysClient0501,released,0,mask_PROCESS_tau10,0.9871,True,,,
SysClient0501,released,0,mask_PROCESS_tau1,0.986,True,,,
SysClient0501,released,0,oracle_prefix,1.0,True,,,
SysClient0501,released,0,topk5,0.9986,True,,,
SysClient0501,released,0,topk10,0.9737,True,,,
SysClient0501,released,0,topk15,0.9684,True,,,
SysClient0501,released,0,topk20,0.9684,True,,,
SysClient0501,released,0,outlier_grubbs,1.0,True,,,
SysClient0501,released,0,outlier_zscore,1.0,True,,,
SysClient0501,released,0,outlier_iqr,1.0,True,,,
cadets,fullz,0,default_tau10,0.0002,True,,,
cadets,fullz,0,minor_tau1,0.9993,True,,,
cadets,fullz,0,significant_tau100,0.0,True,,,
cadets,fullz,0,critical_tau1000,0.0,True,,,
cadets,fullz,0,mask_FILE_tau10,0.0,True,,,
cadets,fullz,0,mask_NET_tau10,0.0002,True,,,
cadets,fullz,0,mask_OTHER_tau10,0.0002,True,,,
cadets,fullz,0,mask_PROCESS_tau10,0.0,True,,,
cadets,fullz,0,mask_PROCESS_tau1,0.0002,True,,,
